current_file:.\parsedData\94792123_a2.txt														
1363905654199.00	0.00	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1024'	 'height = 768\n']-> <<BEFORE>> first user action!							
1363906727522.00	1066.09	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.29\n']-> 1363906727522:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906727602.00	1066.17	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.0059455609574814'	 'y = 6.092507148091946\n']-> <<IGNORED!>>							
1363906727906.00	1066.48	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 2.0059455609574814'	 'y = 6.105822727319643\n']-> <<IGNORED!>>							
1363906728029.00	1066.60	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
pause <1363906727906	#VALUE!	1363906756051> =28145												
1363906759259 <<pause ENDED!>> time before next action = 3208	#VALUE!													
1363906759259.00	1097.83	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 2.0059455609574814'	 'y = 6.105822727319643\n']-> <<IGNORED!>>							
1363906759409.00	1097.98	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906759409:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906759920.00	1098.49	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.915399622209149'	 'y = 2.470669598158524\n']-> <<IGNORED!>>							
1363906759924.00	1098.49	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906760006.00	1098.58	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.46\n']-> 1363906760006:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906760424.00	1098.99	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.795559409159884'	 'y = 2.404091702020042\n']-> <<IGNORED!>>							
1363906760508.00	1099.08	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906760972.00	1099.54	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.822190567615275'	 'y = 2.404091702020042\n']-> <<IGNORED!>>							
1363906761932.00	1100.50	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 9.80887498838758'	 'y = 2.4174072812477383\n']-> <<IGNORED!>>							
pause <1363906761932	#VALUE!	1363906786578> =24646												
1363906789786 <<pause ENDED!>> time before next action = 3208	#VALUE!													
1363906789786.00	1128.36	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 9.80887498838758'	 'y = 2.4174072812477383\n']-> <<IGNORED!>>							
1363906789917.00	1128.49	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906789917:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906789977.00	1128.55	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.33\n']-> <<IGNORED!>>								
1363906789983.00	1128.55	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906790352.00	1128.92	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.200353017681856'	 'y = 3.402760144097272\n']-> <<IGNORED!>>							
1363906790426.00	1129.00	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906791031.00	1129.60	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.9646672653516304'	 'y = 3.0965018218602545\n']-> <<IGNORED!>>							
1363906791348.00	1129.92	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.37\n']-> 1363906791348:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906791584.00	1130.15	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 3.164400953767077'	 'y = 3.1497641387710402\n']-> <<IGNORED!>>							
1363906791729.00	1130.30	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 3.1510853745393805'	 'y = 3.1630797179987367\n']-> <<IGNORED!>>							
1363906791850.00	1130.42	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.60 Amps\n']-> <<IGNORED!>>								
1363906797045.00	1135.61	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 3.1510853745393805'	 'y = 3.1630797179987367\n']-> <<IGNORED!>>							
1363906797166.00	1135.74	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906797166:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906797552.00	1136.12	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.42\n']-> 1363906797552:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906797553.00	1136.12	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 3.2442944291332556'	 'y = 2.217673592832291\n']-> <<IGNORED!>>							
1363906797674.00	1136.24	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.30 Amps\n']-> <<IGNORED!>>								
1363906797954.00	1136.52	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906797954:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906797967.00	1136.54	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.38\n']-> 1363906797967:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906798174.00	1136.74	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 3.3241879044994342'	 'y = 1.7782594783183094\n']-> <<IGNORED!>>							
1363906798458.00	1137.03	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.30 Amps\n']-> <<IGNORED!>>								
1363906798489.00	1137.06	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 3.37745022141022'	 'y = 1.6850504237244344\n']-> <<IGNORED!>>							
pause <1363906798489	#VALUE!	1363906816398> =17909												
1363906819744 <<pause ENDED!>> time before next action = 3346	#VALUE!													
1363906819744.00	1158.31	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 3.37745022141022'	 'y = 1.6850504237244344\n']-> <<IGNORED!>>							
1363906819816.00	1158.39	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906819816:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906819917.00	1158.49	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.43\n']-> <<IGNORED!>>								
1363906819956.00	1158.53	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.44\n']-> 1363906819956:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906819971.00	1158.54	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906820257.00	1158.83	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = -0.6971170222648797'	 'y = 2.390776122792345\n']-> <<IGNORED!>>							
1363906820321.00	1158.89	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906820765.00	1159.33	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 1.1936952280680095'	 'y = 1.8448373744567927\n']-> <<IGNORED!>>							
1363906820876.00	1159.45	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.43\n']-> 1363906820876:connectionFormed.nonContactAmmeterModel -> None	Test	startMeasure	nonContactAmmeter					
1363906821159.00	1159.73	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.44\n']-> 1363906821159:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906821252.00	1159.82	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.43\n']-> 1363906821252:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906821279.00	1159.85	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.6344409005047603'	 'y = 2.2975670681984712\n']-> <<IGNORED!>>							
1363906821381.00	1159.95	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906821381:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906821387.00	1159.96	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906821658.00	1160.23	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.43\n']-> <<IGNORED!>>								
1363906821667.00	1160.24	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.44\n']-> 1363906821667:connectionBroken.nonContactAmmeterModel -> deliberate_measure	Test	traceMeasure	nonContactAmmeter					
1363906821836.00	1160.41	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.8874369058309922'	 'y = 1.8182062160014005\n']-> <<IGNORED!>>							
1363906822161.00	1160.73	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.30 Amps\n']-> <<IGNORED!>>								
1363906822391.00	1160.96	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.5944941628216711'	 'y = 2.1377801174661144\n']-> <<IGNORED!>>							
1363906822752.00	1161.32	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.43\n']-> 1363906822752:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906822753.00	1161.32	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 1400\n']-> <<IGNORED!>>								
1363906822810.00	1161.38	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.39\n']-> 1363906822810:connectionBroken.nonContactAmmeterModel -> deliberate_measure	Test	traceMeasure	nonContactAmmeter					
1363906822972.00	1161.54	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.34149815749543927'	 'y = 2.5239319150693107\n']-> <<IGNORED!>>							
1363906823312.00	1161.88	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.60 Amps\n']-> <<IGNORED!>>								
1363906823373.00	1161.94	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906823373:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906823653.00	1162.22	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.46133837054470683'	 'y = 3.4826536194634525\n']-> <<IGNORED!>>							
1363906823817.00	1162.39	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.41\n']-> 1363906823817:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906823886.00	1162.46	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.60 Amps\n']-> <<IGNORED!>>								
1363906824148.00	1162.72	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 0.5279162666831889'	 'y = 3.9753300508882203\n']-> <<IGNORED!>>							
1363906858241.00	1196.81	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = branch: wire.30'	 'voltageAddon = -7.33330007386378E-5\n']-> pause							
1363906858559.00	1197.13	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> pause								
pause <1363906824148	#VALUE!	1363906854618> =30470												
1363906858818 <<pause ENDED!>> time before next action = 4200	#VALUE!													
1363906858818.00	1197.39	 'user'	 'battery.2'	 'sprite'	 'movedComponent'	 'x = 4.068359499994839'	 'y = 8.15466716213008'	 'x2 = 5.268359499994839'	 'y2 = 8.15466716213008\n']-> 1363906858818:movedComponent.battery -> None	Organize	organizeWorkspace	battery		
1363906860701.00	1199.27	 'user'	 'resistor.10'	 'sprite'	 'movedComponent'	 'x = 4.268182475046191'	 'y = 6.108527131782946'	 'x2 = 5.366682475046193'	 'y2 = 6.108527131782946\n']-> 1363906860701:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906862420.00	1200.99	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = branch: wire.32'	 'voltageAddon = -5.505111948064305E-5\n']-> 1363906862420:connectionFormed.voltmeterRedLeadModel -> None	Test	startMeasure	voltmeter				
1363906863338.00	1201.91	 'user'	 'resistor.11'	 'sprite'	 'movedComponent'	 'x = 6.082701101373879'	 'y = 6.177293324662724'	 'x2 = 7.18120110137388'	 'y2 = 6.177293324662724\n']-> 1363906863338:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906865886.00	1204.46	 'user'	 'battery.3'	 'sprite'	 'movedComponent'	 'x = 5.431441282424467'	 'y = 4.915471877290228'	 'x2 = 6.6314412824244675'	 'y2 = 4.915471877290228\n']-> 1363906865886:movedComponent.battery -> None	Organize	organizeWorkspace	battery		
1363906869105.00	1207.67	 'user'	 'resistor.12'	 'sprite'	 'movedComponent'	 'x = 6.088539280958722'	 'y = 3.1691078561917445'	 'x2 = 7.187039280958723'	 'y2 = 3.1691078561917445\n']-> 1363906869105:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906870773.00	1209.34	 'user'	 'resistor.13'	 'sprite'	 'movedComponent'	 'x = 5.8677856836879'	 'y = 1.237935981998163'	 'x2 = 6.966285683687901'	 'y2 = 1.237935981998163\n']-> 1363906870773:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906875345.00	1213.91	 'user'	 'wire.47'	 'sprite'	 'movedComponent'	 'x = 7.549933422103862'	 'y = 1.7043941411451402'	 'x2 = 5.849280952496754'	 'y2 = 3.351159901948492\n']-> 1363906875345:movedComponent.wire -> None	Organize	organizeWorkspace	wire		
1363906877213.00	1215.78	 'user'	 'resistor.13'	 'sprite'	 'movedComponent'	 'x = 8.252775944671797'	 'y = 0.8228117785712576'	 'x2 = 9.351275944671798'	 'y2 = 0.8228117785712576\n']-> 1363906877213:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906879522.00	1218.09	 'user'	 'resistor.12'	 'sprite'	 'movedComponent'	 'x = 7.5536750936418935'	 'y = 3.124795055077653'	 'x2 = 8.652175093641894'	 'y2 = 3.124795055077653\n']-> 1363906879522:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906883603.00	1222.17	 'user'	 'redProbe'	 'sprite'	 'startDrag'	 'x = 6.8465116279069775'	 'y = 6.534883720930239\n']-> <<IGNORED!>>							
1363906883974.00	1222.54	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> 1363906883974:connectionBroken.voltmeterRedLeadModel -> None	Test	endMeasure	voltmeter					
1363906884467.00	1223.04	 'user'	 'redProbe'	 'sprite'	 'drag'	 'x = 11.320546248412969'	 'y = 7.134084786176579\n']-> <<IGNORED!>>							
1363906884778.00	1223.35	 'user'	 'redProbe'	 'sprite'	 'endDrag'	 'x = 11.600173412194591'	 'y = 7.24060941999815\n']-> <<IGNORED!>>							
pause <1363906884778	#VALUE!	1363906897713> =12935												
1363906901059 <<pause ENDED!>> time before next action = 3346	#VALUE!													
1363906901059.00	1239.63	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 0.5279162666831889'	 'y = 3.9753300508882203\n']-> <<IGNORED!>>							
1363906901276.00	1239.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906901276:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906901284.00	1239.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.37\n']-> <<IGNORED!>>								
1363906901322.00	1239.89	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.33\n']-> 1363906901322:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906901343.00	1239.91	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906901536.00	1240.11	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.34\n']-> 1363906901536:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906901732.00	1240.30	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 7.705013470411552'	 'y = 3.4027601440972743\n']-> <<IGNORED!>>							
1363906901789.00	1240.36	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906902243.00	1240.81	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 7.718329049639248'	 'y = 3.416075723324971\n']-> <<IGNORED!>>							
1363906902321.00	1240.89	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906902321:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906902797.00	1241.37	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.17105874338092'	 'y = 2.404091702020043\n']-> <<IGNORED!>>							
1363906902837.00	1241.41	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906903009.00	1241.58	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.45\n']-> 1363906903009:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906903356.00	1241.93	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.237636639519403'	 'y = 1.9646775875060614\n']-> <<IGNORED!>>							
1363906903513.00	1242.08	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906903588.00	1242.16	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906903588:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906903976.00	1242.55	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 11.819527451769739'	 'y = 2.430722860475436\n']-> <<IGNORED!>>							
1363906904093.00	1242.66	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906904615.00	1243.18	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 11.872789768680521'	 'y = 0.7396442985579927\n']-> <<IGNORED!>>							
